,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
67,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
68,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
69,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
70,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
71,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
72,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
73,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
74,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
75,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
76,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
77,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
78,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
79,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
80,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
81,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
82,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
83,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
84,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
85,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
86,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
87,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
88,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
89,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
90,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
91,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
92,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
93,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
94,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
95,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
96,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
97,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
98,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
99,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
100,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
101,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
102,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
103,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
104,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
105,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
106,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
107,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
108,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
109,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
110,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
111,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
112,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
113,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
114,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
115,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
116,1,8,11,13,5,15,17,8,9,10,11,12,13,14,15,16,17
117,1,10,10,11,12,12,13,15,17,10,11,12,13,14,15,16,17
118,1,2,8,11,14,17,7,8,9,10,11,12,13,14,15,16,17
119,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
120,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
121,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
122,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
123,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
124,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
125,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
126,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
127,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
128,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
129,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
130,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
131,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
132,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
133,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
134,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
135,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
136,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
137,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
138,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
139,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
140,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
141,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
142,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
143,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
144,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
145,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
146,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
147,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
148,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
149,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
150,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
151,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
152,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
153,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
154,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
155,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
156,3,2,3,4,3,6,7,8,3,10,11,8,13,8,15,8,17
157,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
158,1,2,11,4,5,16,7,8,16,10,11,16,13,14,16,16,17
159,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
160,11,2,3,11,5,6,7,11,9,10,11,12,13,12,15,16,17
161,1,13,3,13,5,6,13,8,9,16,11,12,13,14,16,16,17
162,1,2,5,5,5,6,5,8,13,10,11,12,13,13,15,13,17
163,1,2,8,13,5,17,7,8,9,10,11,12,13,14,15,16,17
164,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
165,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
166,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
167,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
168,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
169,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
170,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
171,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
172,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
173,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
174,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
175,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
176,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
177,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
178,1,1,9,4,5,14,7,8,9,10,11,12,13,14,15,16,17
179,1,1,10,12,13,15,7,17,9,10,11,12,13,14,15,16,17
180,1,1,11,12,13,13,14,15,16,17,11,12,13,14,15,16,17
181,1,2,12,4,5,6,7,8,9,10,11,12,13,14,15,16,17
182,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
183,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
184,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
185,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
186,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
187,1,8,13,4,5,17,7,8,9,10,11,12,13,14,15,16,17
188,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
189,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
190,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
191,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
192,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
193,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
194,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
195,1,11,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
196,1,4,15,4,5,6,7,8,9,10,11,12,13,14,15,16,17
197,1,16,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
198,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
199,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
200,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
201,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
202,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
203,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
204,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
205,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
206,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
207,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
208,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
209,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
210,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
211,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
212,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
213,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
214,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
215,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
216,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
217,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
218,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
219,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
220,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
221,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
222,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
223,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
224,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
225,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
226,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
227,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
228,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
229,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
230,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
231,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
232,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
233,1,9,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
234,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
235,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
236,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
237,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
238,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
239,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
240,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
241,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
242,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
243,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
244,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
245,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
246,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
247,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
248,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
249,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
250,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
251,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
252,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
253,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
254,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
255,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
256,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
257,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
258,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
259,1,15,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
260,5,2,5,4,5,6,7,8,9,6,11,6,8,14,8,16,9
261,2,2,3,4,5,6,7,8,2,10,11,12,13,14,15,16,17
262,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
263,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
264,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
265,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
266,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
267,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
268,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
269,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
270,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
271,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
272,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
273,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
274,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
275,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
276,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
277,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
278,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
279,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
280,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
281,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
282,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
283,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
284,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
285,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
286,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
287,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
288,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
289,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
290,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
291,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
292,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
293,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
294,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
295,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
296,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
297,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
298,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
299,4,2,4,4,5,6,7,6,9,11,11,12,13,14,11,16,17
300,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
301,2,2,3,4,5,6,7,8,9,10,4,7,13,14,15,10,13
302,11,2,11,4,11,6,7,12,9,12,11,12,12,14,16,16,17
303,1,5,3,5,5,6,10,10,10,10,11,12,13,13,15,16,17
304,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
305,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
306,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
307,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
308,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
309,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
310,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
311,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
312,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
313,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
314,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
315,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
316,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
317,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
318,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
319,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
320,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
321,1,2,16,4,5,6,7,8,9,10,11,12,13,14,15,16,17
322,1,1,7,4,11,15,7,8,9,10,11,12,13,14,15,16,17
323,1,8,12,4,5,15,7,8,9,10,11,12,13,14,15,16,17
324,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
325,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
326,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
327,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
328,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
329,1,2,9,12,5,15,7,8,9,10,11,12,13,14,15,16,17
330,1,8,17,4,5,6,7,8,9,10,11,12,13,14,15,16,17
331,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
332,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
333,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
334,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
335,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
336,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
337,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
338,1,7,15,4,5,6,7,8,9,10,11,12,13,14,15,16,17
339,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
340,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
341,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
342,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
343,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
344,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
345,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
346,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
347,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
348,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
349,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
350,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
351,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
352,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
353,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
354,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
355,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
356,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
357,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
358,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
359,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
360,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
361,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
362,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
363,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
364,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
365,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
366,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
367,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
368,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
369,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
370,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
371,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
372,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
373,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
374,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
375,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
376,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
377,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
378,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
379,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
380,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
381,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
382,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
383,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
384,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
385,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
